,LATITUDE,LONGITUDE,EXCEPTION TYPE
23331,37.164986,82.926841,LEFT RAIL CANT
23332,37.165032,82.926796,RIGHT RAIL CANT
23333,37.144506,82.957509,WIDE GAGE
23334,37.144506,82.957509,WIDE GAGE
23335,37.164765,82.927067,WIDE GAGE
23336,37.165124,82.926726,LEFT RAIL CANT
23337,37.164811,82.92704,LEFT RAIL CANT
23338,37.144506,82.957509,LEFT RAIL CANT
23339,37.165052,82.926783,RIGHT RAIL CANT
23340,37.164565,82.92712,RIGHT RAIL CANT
23341,37.164938,82.92688,WIDE GAGE
23342,37.164914,82.926905,WIDE GAGE
23343,37.164914,82.926905,WIDE GAGE
23344,37.164846,82.926968,WIDE GAGE
23345,37.164837,82.926976,WIDE GAGE
23346,37.144506,82.957509,LEFT RAIL CANT
23347,37.144506,82.957509,LEFT RAIL CANT
23348,37.164811,82.927017,RIGHT RAIL CANT
23349,37.164829,82.926975,RIGHT RAIL CANT
23350,37.165012,82.926817,WIDE GAGE
23351,37.165008,82.926823,WIDE GAGE
23352,37.165074,82.926768,WIDE GAGE
23353,37.165271,82.926633,WIDE GAGE
23354,37.165271,82.926633,WIDE GAGE
23355,37.165094,82.926756,RIGHT RAIL CANT
23356,37.165119,82.926739,RIGHT RAIL CANT
23357,37.165069,82.926777,WIDE GAGE
23358,37.165069,82.926777,WIDE GAGE
23359,37.165099,82.926752,WIDE GAGE
23360,37.165091,82.926762,WIDE GAGE
23361,37.165091,82.926762,WIDE GAGE
23362,37.16557,82.926489,RIGHT RAIL CANT
23363,37.165533,82.926519,RIGHT RAIL CANT
23364,37.165267,82.926608,RIGHT RAIL CANT
23365,37.165326,82.926588,RIGHT RAIL CANT
23366,37.165227,82.926667,WIDE GAGE
23367,37.165227,82.926667,WIDE GAGE
23368,37.165241,82.926656,WIDE GAGE
23369,37.165241,82.926656,WIDE GAGE
23370,37.165241,82.926635,WIDE GAGE
23371,37.165312,82.926615,WIDE GAGE
23372,37.165367,82.926683,WIDE GAGE
23373,37.165367,82.926683,WIDE GAGE
23374,37.165643,82.926458,LEFT RAIL CANT
23375,37.165408,82.926663,RIGHT RAIL CANT
23376,37.165365,82.926589,WIDE GAGE
23377,37.165449,82.926554,WIDE GAGE
23378,37.165367,82.92661,WIDE GAGE
23379,37.165448,82.926554,WIDE GAGE
23380,37.165422,82.926562,WIDE GAGE
23381,37.165409,82.926565,WIDE GAGE
23382,37.165409,82.926565,WIDE GAGE
23383,37.165353,82.926591,LEFT RAIL CANT
23384,37.165823,82.926409,RIGHT RAIL CANT
23385,37.165568,82.926508,RIGHT RAIL CANT
23386,37.165594,82.926531,RIGHT RAIL CANT
23387,37.165271,82.926508,RIGHT RAIL CANT
23388,37.165222,82.926607,RIGHT RAIL CANT
23389,37.165547,82.926594,WIDE GAGE
23390,37.165547,82.926594,WIDE GAGE
23391,37.165573,82.926506,WIDE GAGE
23392,37.16558,82.926541,WIDE GAGE
23393,37.16558,82.926541,WIDE GAGE
23394,37.165503,82.926533,WIDE GAGE
23395,37.165994,82.926403,LEFT RAIL CANT
23396,37.144506,82.957509,LEFT RAIL CANT
23397,37.144506,82.957509,LEFT RAIL CANT
23398,37.165912,82.926403,RIGHT RAIL CANT
23399,37.165687,82.92646,RIGHT RAIL CANT
23400,37.16565,82.926484,RIGHT RAIL CANT
23401,37.165614,82.926517,RIGHT RAIL CANT
23402,37.165721,82.926461,WIDE GAGE
23403,37.165885,82.926414,WIDE GAGE
23404,37.165901,82.926413,WIDE GAGE
23405,37.166121,82.926386,LEFT RAIL CANT
23406,37.166052,82.926395,RIGHT RAIL CANT
23407,37.165784,82.926423,WIDE GAGE
23408,37.166192,82.926385,LEFT RAIL CANT
23409,37.166272,82.926402,LEFT RAIL CANT
23410,37.166257,82.926403,LEFT RAIL CANT
23411,37.166203,82.926387,RIGHT RAIL CANT
23412,37.144506,82.957509,WIDE GAGE
23413,37.144506,82.957509,WIDE GAGE
23414,37.165874,82.926425,WIDE GAGE
23415,37.165872,82.926395,WIDE GAGE
23416,37.165872,82.926395,WIDE GAGE
23417,37.165896,82.92642,WIDE GAGE
23418,37.165909,82.926402,WIDE GAGE
23419,37.166354,82.926402,LEFT RAIL CANT
23420,37.165913,82.926431,LEFT RAIL CANT
23421,37.165991,82.9264,LEFT RAIL CANT
23422,37.166037,82.92642,LEFT RAIL CANT
23423,37.144506,82.957509,LEFT RAIL CANT
23424,37.166035,82.926409,RIGHT RAIL CANT
23425,37.16612,82.926411,RIGHT RAIL CANT
23426,37.166079,82.926411,WIDE GAGE
23427,37.166057,82.926407,WIDE GAGE
23428,37.166564,82.926467,LEFT RAIL CANT
23429,37.144506,82.957509,LEFT RAIL CANT
23430,37.144506,82.957509,LEFT RAIL CANT
23431,37.16649,82.926455,RIGHT RAIL CANT
23432,37.166272,82.926417,RIGHT RAIL CANT
23433,37.166232,82.926392,WIDE GAGE
23434,37.166232,82.926392,WIDE GAGE
23435,37.166183,82.926386,WIDE GAGE
23436,37.166183,82.926386,WIDE GAGE
23437,37.166156,82.926389,WIDE GAGE
23438,37.166156,82.926389,WIDE GAGE
23439,37.166695,82.926505,LEFT RAIL CANT
23440,37.166704,82.926527,LEFT RAIL CANT
23441,37.166585,82.926475,RIGHT RAIL CANT
23442,37.166288,82.926405,WIDE GAGE
23443,37.16631,82.926406,WIDE GAGE
23444,37.166375,82.926419,WIDE GAGE
23445,37.166353,82.926417,WIDE GAGE
23446,37.166353,82.926417,WIDE GAGE
23447,37.166353,82.926425,WIDE GAGE
23448,37.166402,82.92645,LEFT RAIL CANT
23449,37.166454,82.926461,LEFT RAIL CANT
23450,37.166829,82.92656,RIGHT RAIL CANT
23451,37.166551,82.926459,RIGHT RAIL CANT
23452,37.166219,82.9263,RIGHT RAIL CANT
23453,37.166824,82.926557,WIDE GAGE
23454,37.166535,82.926474,WIDE GAGE
23455,37.16656,82.926467,WIDE GAGE
23456,37.16656,82.926467,WIDE GAGE
23457,37.16647,82.926438,WIDE GAGE
23458,37.166904,82.926616,LEFT RAIL CANT
23459,37.144506,82.957509,LEFT RAIL CANT
23460,37.144506,82.957509,LEFT RAIL CANT
23461,37.166978,82.926653,RIGHT RAIL CANT
23462,37.144506,82.957509,RIGHT RAIL CANT
23463,37.16669,82.926529,RIGHT RAIL CANT
23464,37.166695,82.926519,RIGHT RAIL CANT
23465,37.166293,82.926253,RIGHT RAIL CANT
23466,37.166615,82.926501,RIGHT RAIL CANT
23467,37.166644,82.926497,RIGHT RAIL CANT
23468,37.166622,82.926504,WIDE GAGE
23469,37.166628,82.926492,WIDE GAGE
23470,37.166996,82.926667,LEFT RAIL CANT
23471,37.144506,82.957509,LEFT RAIL CANT
23472,37.167042,82.926685,RIGHT RAIL CANT
23473,37.144506,82.957509,RIGHT RAIL CANT
23474,37.166792,82.926567,WIDE GAGE
23475,37.166823,82.926572,WIDE GAGE
23476,37.166816,82.926584,WIDE GAGE
23477,37.166766,82.92655,WIDE GAGE
23478,37.166766,82.92655,WIDE GAGE
23479,37.16676,82.926556,WIDE GAGE
23480,37.166733,82.926531,WIDE GAGE
23481,37.166733,82.926531,WIDE GAGE
23482,37.166721,82.926542,WIDE GAGE
23483,37.144506,82.957509,LEFT RAIL CANT
23484,37.167198,82.926815,LEFT RAIL CANT
23485,37.144506,82.957509,LEFT RAIL CANT
23486,37.166953,82.926656,WIDE GAGE
23487,37.166955,82.926645,WIDE GAGE
23488,37.166955,82.926645,WIDE GAGE
23489,37.166958,82.926659,WIDE GAGE
23490,37.166884,82.926605,WIDE GAGE
23491,37.166884,82.926605,WIDE GAGE
23492,37.166877,82.926614,WIDE GAGE
23493,37.167242,82.926857,LEFT RAIL CANT
23494,37.144506,82.957509,LEFT RAIL CANT
23495,37.167048,82.926718,RIGHT RAIL CANT
23496,37.167017,82.926697,RIGHT RAIL CANT
23497,37.167064,82.926713,RIGHT RAIL CANT
23498,37.167023,82.926684,RIGHT RAIL CANT
23499,37.167044,82.926702,WIDE GAGE
23500,37.167032,82.926706,WIDE GAGE
23501,37.167013,82.926678,WIDE GAGE
23502,37.167013,82.926678,WIDE GAGE
23503,37.167017,82.926697,WIDE GAGE
23504,37.144506,82.957509,LEFT RAIL CANT
23505,37.167204,82.926832,WIDE GAGE
23506,35.961312,83.94915,CROSSLEVEL
23507,35.963008,83.951022,WARP 31FT
23508,,,CROSSLEVEL
23509,35.959577,83.947333,CROSSLEVEL
23510,35.959577,83.947333,PROFILE RIGHT 62FT
23511,35.959576,83.947376,CROSSLEVEL
23512,35.959711,83.947468,WARP 62FT
23513,37.171481,82.922332,RIGHT RAIL CANT
23514,37.171481,82.922332,WIDE GAGE
23515,37.171318,82.9219,WIDE GAGE
23516,37.171385,82.92224,LEFT RAIL CANT
23517,37.171319,82.922179,RIGHT RAIL CANT
23518,37.171319,82.922179,RIGHT RAIL CANT
23519,37.171172,82.921295,WIDE GAGE
23520,37.144506,82.957509,RIGHT RAIL CANT
23521,37.171159,82.921162,WIDE GAGE
23522,37.171159,82.921203,WIDE GAGE
23523,37.171159,82.921203,WIDE GAGE
23524,35.957922,83.945697,CROSSLEVEL
23525,35.957887,83.945665,WARP 31FT
23526,35.95833,83.946193,ALIGNMENT RIGHT
23527,35.958163,83.946548,LEFT VERT ACC
23528,35.958288,83.94615,WARP 31FT
23529,35.958106,83.945857,ALIGNMENT LEFT
23530,35.958106,83.945857,ALIGNMENT LEFT
23531,35.958105,83.945967,ALIGNMENT LEFT
23532,35.958084,83.947007,ALIGNMENT LEFT
23533,35.958105,83.945967,ALIGNMENT RIGHT
23534,35.958106,83.945857,ALIGNMENT RIGHT
23535,35.958106,83.945857,ALIGNMENT RIGHT
23536,35.957892,83.945724,WARP 31FT
23537,35.957816,83.945588,WARP 31FT
23538,35.957928,83.94607,CROSSLEVEL
23539,35.957928,83.94607,CROSSLEVEL
23540,35.957892,83.945668,CROSSLEVEL
23541,35.95786,83.94564,WARP 31FT
23542,37.171305,82.920072,LEFT RAIL CANT
23543,37.171176,82.920598,WIDE GAGE
23544,37.171202,82.92045,WIDE GAGE
23545,35.957803,83.945588,ALIGNMENT RIGHT
23546,35.957539,83.946056,WARP 31FT
23547,35.957526,83.946966,WARP 31FT
23548,37.171402,82.919833,RIGHT RAIL CANT
23549,37.171298,82.920097,WIDE GAGE
23550,37.171114,82.92043,RIGHT RAIL CANT
23551,37.171227,82.920328,RIGHT RAIL CANT
23552,37.171358,82.919943,WIDE GAGE
23553,37.171358,82.919943,WIDE GAGE
23554,37.144506,82.957509,LEFT RAIL CANT
23555,37.171204,82.920172,RIGHT RAIL CANT
23556,37.171219,82.920267,RIGHT RAIL CANT
23557,37.144506,82.957509,WIDE GAGE
23558,37.171291,82.920139,RIGHT RAIL CANT
23559,37.171291,82.920139,RIGHT RAIL CANT
23560,37.144506,82.957509,WIDE GAGE
23561,37.144506,82.957509,LEFT RAIL CANT
23562,37.144506,82.957509,RIGHT RAIL CANT
23563,37.171375,82.919845,RIGHT RAIL CANT
23564,37.144506,82.957509,LEFT RAIL CANT
23565,37.144506,82.957509,RIGHT RAIL CANT
23566,35.954486,83.941327,LEFT RAIL CANT
23567,35.954559,83.94141,LEFT RAIL CANT
23568,,,RIGHT RAIL CANT
23569,35.954422,83.94122,LEFT RAIL CANT
23570,35.954456,83.941265,LEFT RAIL CANT
23571,35.954434,83.941235,LEFT RAIL CANT
23572,35.954426,83.941225,RIGHT RAIL CANT
23573,35.953752,83.940641,RIGHT RAIL CANT
23574,,,RIGHT RAIL CANT
23575,,,RIGHT RAIL CANT
23576,35.95422,83.941028,LEFT RAIL CANT
23577,35.954306,83.941096,RIGHT RAIL CANT
23578,35.95385,83.940704,RIGHT RAIL CANT
23579,35.954428,83.941233,RIGHT RAIL CANT
23580,35.954447,83.941258,RIGHT RAIL CANT
23581,35.954733,83.941651,RIGHT RAIL CANT
23582,35.954608,83.941477,RIGHT RAIL CANT
23583,,,RIGHT RAIL CANT
23584,35.954294,83.941082,LEFT RAIL CANT
23585,35.954115,83.940933,LEFT RAIL CANT
23586,35.954209,83.941019,LEFT RAIL CANT
23587,,,RIGHT RAIL CANT
23588,35.954502,83.941321,RIGHT RAIL CANT
23589,35.954502,83.941321,RIGHT RAIL CANT
23590,35.954064,83.940885,LEFT RAIL CANT
23591,35.954284,83.941076,RIGHT RAIL CANT
23592,35.954014,83.940588,CROSSLEVEL
23593,35.954018,83.940593,LEFT RAIL CANT
23594,35.954026,83.940602,WARP 62FT
23595,35.953926,83.940486,LEFT RAIL CANT
23596,35.95397,83.940537,LEFT RAIL CANT
23597,35.953918,83.940477,RIGHT RAIL CANT
23598,35.95389,83.940445,WARP 62FT
23599,35.953763,83.940637,LEFT RAIL CANT
23600,35.954253,83.941036,RIGHT RAIL CANT
23601,35.95393,83.940756,RIGHT RAIL CANT
23602,35.954121,83.94085,RIGHT RAIL CANT
23603,35.954121,83.94085,RIGHT RAIL CANT
23604,35.953871,83.94071,WIDE GAGE
23605,35.94811,83.937524,ALIGNMENT LEFT
23606,35.948192,83.937548,CROSSLEVEL
23607,35.948158,83.937508,WARP 31FT
23608,35.948164,83.937527,WARP 31FT
23609,35.948213,83.937539,WARP 62FT
23610,35.948178,83.937519,WARP 62FT
23611,35.946995,83.936936,LEFT RAIL CANT
23612,35.946669,83.936056,WIDE GAGE
23613,35.946973,83.936929,LEFT RAIL CANT
23614,35.959015,83.947032,WARP 31FT
23615,35.959015,83.947032,WARP 31FT
23616,35.946867,83.936518,WIDE GAGE
23617,35.946867,83.936518,WIDE GAGE
23618,35.946607,83.936091,LEFT RAIL CANT
23619,35.946619,83.936104,LEFT RAIL CANT
23620,35.946659,83.936,WIDE GAGE
23621,35.946495,83.935557,LEFT RAIL CANT
23622,35.946341,83.93525,WIDE GAGE
23623,37.184792,82.90476,CROSSLEVEL
23624,37.184823,82.904721,WARP 31FT
23625,35.947351,83.929088,ALIGNMENT LEFT
23626,35.947351,83.929088,ALIGNMENT LEFT
23627,35.947351,83.929088,ALIGNMENT RIGHT
23628,35.947351,83.929088,ALIGNMENT RIGHT
23629,35.94739,83.927425,LEFT RAIL CANT
23630,35.947392,83.927479,LEFT RAIL CANT
23631,35.947392,83.927473,WARP 31FT
23632,35.94739,83.927385,WARP 31FT
23633,35.947189,83.926959,LEFT RAIL CANT
23634,35.947205,83.927006,WARP 31FT
23635,35.947205,83.927024,WARP 31FT
23636,35.947325,83.927211,WARP 31FT
23637,35.947159,83.926862,LEFT RAIL CANT
23638,35.947159,83.926862,WARP 31FT
23639,35.947306,83.927224,WIDE GAGE
23640,35.947133,83.926641,LEFT RAIL CANT
23641,35.947298,83.927096,LEFT RAIL CANT
23642,35.947181,83.926977,LEFT RAIL CANT
23643,35.947223,83.927038,WARP 31FT
23644,35.947034,83.92673,WARP 31FT
23645,35.947034,83.92673,WARP 31FT
23646,35.947351,83.929088,ALIGNMENT LEFT
23647,35.947351,83.929088,ALIGNMENT RIGHT
23648,35.945037,83.923415,ALIGNMENT RIGHT
23649,35.945115,83.923546,WARP 31FT
23650,37.185031,82.896146,LEFT RAIL CANT
23651,37.185714,82.897113,WIDE GAGE
23652,37.185711,82.897222,LEFT RAIL CANT
23653,37.144506,82.957509,LEFT RAIL CANT
23654,37.185639,82.89681,PROFILE LEFT 62FT
23655,37.18516,82.895987,RIGHT RAIL CANT
23656,37.144506,82.957509,WIDE GAGE
23657,37.185148,82.896001,WIDE GAGE
23658,37.185741,82.897202,WIDE GAGE
23659,37.185743,82.897109,WIDE GAGE
23660,37.185743,82.897109,WIDE GAGE
23661,37.185763,82.896847,LEFT RAIL CANT
23662,37.185763,82.896867,WIDE GAGE
23663,37.185752,82.896952,WIDE GAGE
23664,37.185752,82.896952,WIDE GAGE
23665,37.144506,82.957509,WIDE GAGE
23666,37.144506,82.957509,WIDE GAGE
23667,37.185765,82.896674,WIDE GAGE
23668,37.18578,82.896776,WIDE GAGE
23669,37.144506,82.957509,LEFT RAIL CANT
23670,37.185816,82.896541,WIDE GAGE
23671,37.144506,82.957509,WIDE GAGE
23672,37.185812,82.896554,WIDE GAGE
23673,37.18581,82.89668,WIDE GAGE
23674,37.18581,82.89668,WIDE GAGE
23675,37.144506,82.957509,LEFT RAIL CANT
23676,37.185567,82.895382,RIGHT RAIL CANT
23677,37.185828,82.896326,WIDE GAGE
23678,37.144506,82.957509,LEFT RAIL CANT
23679,37.186206,82.895421,WIDE GAGE
23680,37.18644,82.895124,WARP 31FT
23681,37.186274,82.895272,WIDE GAGE
23682,37.187404,82.894465,RIGHT RAIL CANT
23683,37.144506,82.957509,WIDE GAGE
23684,37.187303,82.894464,WIDE GAGE
23685,37.187303,82.894464,WIDE GAGE
23686,37.186999,82.894405,WIDE GAGE
23687,37.186999,82.894405,WIDE GAGE
23688,37.187294,82.894495,WIDE GAGE
23689,37.187294,82.894495,WIDE GAGE
23690,37.187136,82.894532,LEFT RAIL CANT
23691,37.187459,82.894437,WIDE GAGE
23692,37.187459,82.894437,WIDE GAGE
23693,37.187281,82.894354,LEFT RAIL CANT
23694,37.144506,82.957509,LEFT RAIL CANT
23695,37.144506,82.957509,WIDE GAGE
23696,37.144506,82.957509,WIDE GAGE
23697,37.144506,82.957509,WIDE GAGE
23698,37.187153,82.894209,WIDE GAGE
23699,37.187153,82.894209,WIDE GAGE
23700,37.187781,82.894365,LEFT RAIL CANT
23701,37.187852,82.894369,LEFT RAIL CANT
23702,37.144506,82.957509,RIGHT RAIL CANT
23703,37.187495,82.894415,RIGHT RAIL CANT
23704,37.187481,82.894427,WIDE GAGE
23705,37.187481,82.894427,WIDE GAGE
23706,37.188171,82.894396,LEFT RAIL CANT
23707,37.188084,82.89439,WIDE GAGE
23708,37.144506,82.957509,WIDE GAGE
23709,37.144506,82.957509,LEFT RAIL CANT
23710,37.144506,82.957509,WIDE GAGE
23711,37.144506,82.957509,WIDE GAGE
23712,37.188183,82.894384,WIDE GAGE
23713,37.190591,82.895003,RIGHT RAIL CANT
23714,37.190627,82.895026,WIDE GAGE
23715,35.939815,83.917332,CROSSLEVEL
23716,35.939528,83.917392,RIGHT RAIL CANT
23717,35.939594,83.917149,WIDE GAGE
23718,35.939756,83.917278,CROSSLEVEL
23719,35.937294,83.917009,LEFT RAIL CANT
23720,35.939487,83.917329,RIGHT RAIL CANT
23721,35.939629,83.917126,CONC LT RAIL CANT
23722,35.937163,83.917089,WIDE GAGE
23723,35.937076,83.917143,LEFT RAIL CANT
23724,35.937086,83.917125,WIDE GAGE
23725,35.937086,83.917125,WIDE GAGE
23726,37.191624,82.894966,LEFT RAIL CANT
23727,37.191558,82.894982,LEFT RAIL CANT
23728,37.190962,82.895017,LEFT RAIL CANT
23729,37.191565,82.895013,RIGHT RAIL CANT
23730,35.938935,83.916841,RIGHT RAIL CANT
23731,35.938878,83.916833,RIGHT RAIL CANT
23732,35.938927,83.916843,RIGHT RAIL CANT
23733,35.938798,83.916812,RIGHT RAIL CANT
23734,35.938594,83.916824,WIDE GAGE
23735,35.938726,83.916801,WIDE GAGE
23736,37.191128,82.895013,LEFT RAIL CANT
23737,37.191671,82.894947,WIDE GAGE
23738,37.191752,82.894922,WIDE GAGE
23739,37.191784,82.894916,RIGHT RAIL CANT
23740,37.191835,82.894891,WIDE GAGE
23741,37.191809,82.894904,WIDE GAGE
23742,37.191809,82.894904,WIDE GAGE
23743,35.93856,83.91673,LEFT RAIL CANT
23744,35.939003,83.916496,WIDE GAGE
23745,35.938847,83.916823,WIDE GAGE
23746,35.938847,83.916823,WIDE GAGE
23747,35.938508,83.916752,LEFT RAIL CANT
23748,35.938204,83.916782,WIDE GAGE
23749,35.938699,83.916789,WIDE GAGE
23750,35.938905,83.916359,WIDE GAGE
23751,37.144506,82.957509,LEFT RAIL CANT
23752,37.192423,82.894547,RIGHT RAIL CANT
23753,35.937837,83.916563,LEFT RAIL CANT
23754,35.938158,83.916758,WIDE GAGE
23755,35.937752,83.916863,WIDE GAGE
23756,35.937867,83.916777,LEFT RAIL CANT
23757,35.937658,83.916895,WIDE GAGE
23758,35.937707,83.916883,WIDE GAGE
23759,35.937527,83.916886,LEFT RAIL CANT
23760,35.938665,83.915049,LEFT RAIL CANT
23761,35.93746,83.916973,LEFT RAIL CANT
23762,35.937551,83.916899,RIGHT RAIL CANT
23763,35.937687,83.916851,WIDE GAGE
23764,35.937336,83.91704,WIDE GAGE
23765,35.937336,83.91704,WIDE GAGE
23766,35.937329,83.91684,LEFT RAIL CANT
23767,35.938263,83.915634,LEFT RAIL CANT
23768,35.937237,83.917094,LEFT RAIL CANT
23769,35.937484,83.916925,RIGHT RAIL CANT
23770,35.937469,83.916933,RIGHT RAIL CANT
23771,35.937466,83.91693,RIGHT RAIL CANT
23772,35.93727,83.917083,WIDE GAGE
23773,35.937191,83.91713,WIDE GAGE
23774,35.937641,83.916872,WIDE GAGE
23775,35.937641,83.916872,WIDE GAGE
23776,35.937268,83.91708,WIDE GAGE
23777,35.937268,83.91708,WIDE GAGE
23778,35.937525,83.916222,CONC LT RAIL CANT
23779,35.937448,83.916855,LEFT RAIL CANT
23780,35.937385,83.916965,RIGHT RAIL CANT
23781,35.937628,83.916312,WIDE GAGE
23782,35.938095,83.915325,LEFT RAIL CANT
23783,35.937275,83.91703,WIDE GAGE
23784,35.937255,83.917039,WIDE GAGE
23785,35.937394,83.916099,CONC LT RAIL CANT
23786,35.937386,83.916091,WIDE GAGE
23787,35.937178,83.917086,WIDE GAGE
23788,35.937178,83.917086,WIDE GAGE
23789,34.958996,81.929406,CROSSLEVEL
23790,34.958928,81.929172,CROSSLEVEL
23791,34.958879,81.929176,RIGHT RAIL CANT
23792,34.958936,81.929502,RIGHT RAIL CANT
23793,34.95878,81.929182,CROSSLEVEL
23794,34.958782,81.929582,RIGHT RAIL CANT
23795,34.958759,81.929183,RIGHT RAIL CANT
23796,34.95886,81.929524,RIGHT RAIL CANT
23797,34.958594,81.92919,LEFT RAIL CANT
23798,34.961302,81.934225,RIGHT RAIL CANT
23799,34.961302,81.934225,RIGHT RAIL CANT
23800,34.958698,81.929639,RIGHT RAIL CANT
23801,34.961171,81.934238,CROSSLEVEL
23802,34.958677,81.929598,CROSSLEVEL
23803,34.958576,81.929745,RIGHT RAIL CANT
23804,37.193726,82.891573,RIGHT RAIL CANT
23805,37.193757,82.891509,RIGHT RAIL CANT
23806,37.193865,82.892446,WIDE GAGE
23807,34.959427,81.931995,LEFT RAIL CANT
23808,34.958189,81.929183,LEFT RAIL CANT
23809,34.959427,81.931995,RIGHT RAIL CANT
23810,34.958346,81.929939,RIGHT RAIL CANT
23811,34.958189,81.929183,RIGHT RAIL CANT
23812,34.959498,81.931962,RIGHT RAIL CANT
23813,34.959498,81.931962,LEFT RAIL CANT
23814,34.959365,81.932024,LEFT RAIL CANT
23815,34.960844,81.934279,RIGHT RAIL CANT
23816,34.95935,81.932031,RIGHT RAIL CANT
23817,37.193723,82.891322,LEFT RAIL CANT
23818,37.19372,82.891281,WIDE GAGE
23819,37.19372,82.891281,WIDE GAGE
23820,37.19381,82.891851,WIDE GAGE
23821,34.960545,81.934332,LEFT RAIL CANT
23822,34.95802,81.930245,RIGHT RAIL CANT
23823,37.193711,82.891096,LEFT RAIL CANT
23824,37.19376,82.891607,LEFT RAIL CANT
23825,37.19376,82.891607,LEFT RAIL CANT
23826,37.193783,82.891681,LEFT RAIL CANT
23827,37.193783,82.891681,LEFT RAIL CANT
23828,37.193668,82.890789,RIGHT RAIL CANT
23829,34.956045,81.936072,LEFT RAIL CANT
23830,34.957194,81.931085,LEFT RAIL CANT
23831,34.957144,81.931125,RIGHT RAIL CANT
23832,34.957032,81.931209,LEFT RAIL CANT
23833,34.957032,81.931209,RIGHT RAIL CANT
23834,34.956952,81.931268,LEFT RAIL CANT
23835,34.956952,81.931268,RIGHT RAIL CANT
23836,34.958618,81.92973,LEFT RAIL CANT
23837,34.958546,81.929792,RIGHT RAIL CANT
23838,34.95852,81.929817,LEFT RAIL CANT
23839,34.958489,81.929844,LEFT RAIL CANT
23840,34.958421,81.929911,LEFT RAIL CANT
23841,34.955312,81.935381,RIGHT RAIL CANT
23842,34.958511,81.929824,RIGHT RAIL CANT
23843,34.958452,81.929882,RIGHT RAIL CANT
23844,34.958409,81.929924,LEFT RAIL CANT
23845,34.955432,81.935224,RIGHT RAIL CANT
23846,34.958329,81.930009,RIGHT RAIL CANT
23847,37.193643,82.883389,GWR 1ST LEVEL
23848,37.193643,82.883389,GWR 2ND LEVEL
23849,37.193638,82.883393,LOADED GAGE
23850,37.193638,82.883393,PLG 24 2ND LEVEL
23851,36.875771,82.780853,ALIGNMENT LEFT
23852,36.875771,82.780853,ALIGNMENT RIGHT
23853,36.875875,82.780838,ALIGNMENT LEFT
23854,36.875813,82.780798,WARP 31FT
23855,36.875747,82.780859,WARP 31FT
23856,37.194011,82.883048,LEFT RAIL CANT
23857,37.194114,82.883031,WIDE GAGE
23858,37.193392,82.883298,WIDE GAGE
23859,37.144506,82.957509,WIDE GAGE
23860,37.144506,82.957509,WIDE GAGE
23861,37.144506,82.957509,WIDE GAGE
23862,37.144506,82.957509,LEFT RAIL CANT
23863,37.144506,82.957509,LEFT RAIL CANT
23864,37.144506,82.957509,WIDE GAGE
23865,37.194194,82.882983,WIDE GAGE
23866,37.194284,82.882958,WIDE GAGE
23867,37.194214,82.882972,WIDE GAGE
23868,37.194214,82.882972,WIDE GAGE
23869,37.194342,82.88295,WIDE GAGE
23870,37.194342,82.88295,WIDE GAGE
23871,36.8762,82.780755,ALIGNMENT LEFT
23872,36.8762,82.780755,ALIGNMENT RIGHT
23873,37.194188,82.882795,LEFT RAIL CANT
23874,37.194489,82.882923,WIDE GAGE
23875,37.194446,82.882925,WIDE GAGE
23876,37.194446,82.882925,WIDE GAGE
23877,37.194374,82.882959,WIDE GAGE
23878,37.194374,82.882959,WIDE GAGE
23879,37.19447,82.882745,LEFT RAIL CANT
23880,37.144506,82.957509,LEFT RAIL CANT
23881,37.144506,82.957509,WIDE GAGE
23882,37.194751,82.882908,WIDE GAGE
23883,37.19469,82.882915,WIDE GAGE
23884,37.19469,82.882915,WIDE GAGE
23885,37.144506,82.957509,WIDE GAGE
23886,37.144506,82.957509,WIDE GAGE
23887,37.144506,82.957509,LEFT RAIL CANT
23888,37.144506,82.957509,LEFT RAIL CANT
23889,37.194852,82.882911,WIDE GAGE
23890,37.194852,82.882911,WIDE GAGE
23891,37.144506,82.957509,LEFT RAIL CANT
23892,37.144506,82.957509,LEFT RAIL CANT
23893,37.144506,82.957509,WIDE GAGE
23894,37.144506,82.957509,WIDE GAGE
23895,37.195142,82.882975,LEFT RAIL CANT
23896,37.144506,82.957509,LEFT RAIL CANT
23897,37.144506,82.957509,WIDE GAGE
23898,37.144506,82.957509,WIDE GAGE
23899,37.195778,82.883381,WARP 31FT
23900,37.195755,82.883379,WARP 31FT
23901,37.144506,82.957509,WIDE GAGE
23902,37.144506,82.957509,WIDE GAGE
23903,37.144506,82.957509,WIDE GAGE
23904,37.144506,82.957509,WIDE GAGE
23905,37.197987,82.885894,ALIGNMENT LEFT
23906,37.197987,82.885894,ALIGNMENT LEFT
23907,37.197998,82.885894,ALIGNMENT RIGHT
23908,37.197998,82.885894,ALIGNMENT RIGHT
23909,37.144506,82.957509,ALIGNMENT LEFT
23910,37.197514,82.885162,ALIGNMENT LEFT
23911,37.197514,82.885162,ALIGNMENT LEFT
23912,37.197523,82.88517,ALIGNMENT RIGHT
23913,37.197523,82.88517,ALIGNMENT RIGHT
23914,37.19812,82.8856,RIGHT RAIL CANT
23915,37.198238,82.885632,RIGHT RAIL CANT
23916,37.19819,82.885646,LEFT RAIL CANT
23917,37.19779,82.885853,RIGHT RAIL CANT
